ID,Date,Element,Data_Value
USC00200842,8/15/2009,TMIN,139
USC00200842,8/15/2009,TMAX,300
USC00203712,12/18/2009,TMAX,6
USC00203712,12/18/2009,TMIN,-61
USC00205563,12/17/2005,TMAX,-39
USC00203712,3/21/2007,TMIN,-44
USC00205050,6/2/2005,TMIN,139
USW00004848,3/21/2015,TMAX,117
USC00205050,6/2/2005,TMAX,250
USC00200228,4/28/2014,TMAX,133
USC00200228,4/28/2014,TMIN,11
USC00203712,3/21/2007,TMAX,28
USC00207312,9/1/2013,TMAX,294
USW00004848,3/21/2015,TMIN,-5
USC00207312,9/1/2013,TMIN,167
USW00014853,11/27/2010,TMIN,-10
USC00205822,12/31/2014,TMIN,-100
USC00205050,4/19/2012,TMAX,183
USC00205822,12/31/2014,TMAX,-28
USC00207320,3/28/2006,TMAX,111
USC00208972,1/11/2010,TMAX,-17
USC00208202,4/29/2005,TMAX,133
USC00208202,4/29/2005,TMIN,33
USC00207312,4/4/2015,TMIN,-44
USC00201250,4/19/2012,TMAX,233
USC00201250,4/19/2012,TMIN,67
USC00205450,3/19/2005,TMAX,39
USC00205563,8/15/2009,TMIN,156
USC00208080,10/18/2010,TMIN,17
USC00208080,10/18/2010,TMAX,156
USC00207320,3/28/2006,TMIN,-33
USC00205563,8/15/2009,TMAX,283
USC00207312,1/3/2007,TMAX,72
USC00207312,1/28/2013,TMAX,44
USC00207312,1/28/2013,TMIN,-128
USC00200230,12/6/2013,TMAX,11
USC00200230,12/6/2013,TMIN,-44
USC00207312,1/3/2007,TMIN,-22
USC00205822,12/2/2015,TMIN,-6
USC00208972,1/11/2010,TMIN,-133
USC00205822,12/2/2015,TMAX,100
USW00004848,8/15/2014,TMIN,100
USW00014853,11/27/2010,TMAX,28
USC00205050,2/22/2013,TMIN,-67
USC00201502,11/3/2005,TMAX,200
USW00014853,1/25/2012,TMIN,-10
USC00200032,10/20/2008,TMAX,167
USC00200032,10/20/2008,TMIN,11
USC00208972,4/19/2012,TMAX,172
USC00208972,4/19/2012,TMIN,6
USC00205822,7/7/2014,TMIN,200
USC00205451,7/26/2010,TMAX,272
USC00205822,7/7/2014,TMAX,278
USC00205451,7/26/2010,TMIN,161
USC00208202,4/16/2005,TMAX,189
USW00014833,8/2/2006,TMAX,333
USC00207308,1/9/2009,TMIN,-100
USC00207308,1/9/2009,TMAX,6
USW00014833,8/2/2006,TMIN,217
USW00014833,2/26/2010,TMIN,-44
USW00014833,2/26/2010,TMAX,-11
USC00207312,5/26/2011,TMIN,67
USC00207312,5/26/2011,TMAX,189
USC00201502,11/3/2005,TMIN,100
USC00200032,8/16/2006,TMIN,72
USW00014853,1/25/2012,TMAX,6
USC00207320,3/15/2005,TMIN,-67
USC00205050,2/22/2013,TMAX,-39
USC00201250,2/22/2013,TMIN,-56
USC00200032,8/16/2006,TMAX,289
USC00201250,2/22/2013,TMAX,22
USC00207308,4/15/2014,TMIN,-61
USC00200220,5/15/2009,TMIN,56
USC00200220,5/15/2009,TMAX,222
USC00207308,4/15/2014,TMAX,194
USC00205563,5/31/2015,TMAX,289
USC00205563,5/31/2015,TMIN,100
USC00205563,12/15/2014,TMAX,117
USC00205563,12/15/2014,TMIN,61
USC00201502,12/6/2013,TMAX,39
USC00207320,3/15/2005,TMAX,28
USC00200230,3/11/2013,TMAX,156
USC00203712,10/14/2013,TMIN,33
USC00200230,3/11/2013,TMIN,83
USC00201502,12/6/2013,TMIN,-39
USC00205822,6/4/2012,TMIN,106
USC00205822,6/4/2012,TMAX,267
USW00014853,3/11/2009,TMAX,133
USC00207312,4/4/2015,TMAX,133
USC00208202,10/6/2005,TMIN,117
USC00208202,7/26/2010,TMIN,150
USC00203712,1/4/2009,TMAX,-6
USC00207312,8/10/2005,TMAX,317
USC00207312,8/10/2005,TMIN,189
USC00207320,11/3/2010,TMAX,106
USC00207320,11/3/2010,TMIN,-50
USC00207320,1/12/2010,TMIN,-94
USC00207320,1/12/2010,TMAX,-44
USC00202308,1/28/2013,TMAX,28
USC00203712,4/19/2012,TMAX,206
USC00203712,4/19/2012,TMIN,89
USC00202308,1/28/2013,TMIN,-117
USC00208080,4/30/2011,TMAX,144
USC00208080,8/15/2009,TMIN,161
USC00208080,8/15/2009,TMAX,311
USC00203712,3/31/2011,TMAX,56
USC00205451,1/25/2005,TMIN,-122
USC00208972,1/24/2012,TMAX,83
USC00203712,3/31/2011,TMIN,-78
USC00208202,7/26/2010,TMAX,278
USC00208080,4/30/2011,TMIN,17
USC00208972,2/22/2013,TMAX,-39
USC00200220,12/18/2009,TMIN,-100
USC00200032,2/1/2010,TMIN,-139
USC00205822,10/6/2010,TMAX,194
USC00205822,10/6/2010,TMIN,56
USC00205822,11/3/2010,TMIN,-39
USC00200842,4/30/2011,TMAX,156
USW00014833,6/4/2012,TMIN,111
USW00014833,6/4/2012,TMAX,228
USC00200230,12/26/2007,TMIN,-72
USC00200228,2/22/2007,TMAX,33
USC00207308,7/4/2010,TMAX,317
USC00200228,2/26/2010,TMIN,-72
USC00200230,12/26/2007,TMAX,44
USC00200842,4/30/2011,TMIN,44
USC00200228,2/22/2007,TMIN,-50
USC00207308,7/4/2010,TMIN,133
USC00205563,4/30/2011,TMAX,167
USC00205563,4/30/2011,TMIN,56
USC00200228,2/26/2010,TMAX,-28
USC00200220,12/18/2009,TMAX,0
USC00208972,2/22/2013,TMIN,-100
USC00208972,1/24/2012,TMIN,-11
USC00201502,8/31/2015,TMAX,272
USC00205451,1/25/2005,TMAX,-6
USC00205563,1/4/2014,TMAX,-89
USC00200228,1/3/2007,TMAX,72
USC00200228,1/3/2007,TMIN,-39
USC00207320,1/25/2012,TMAX,11
USC00207312,2/22/2007,TMIN,-56
USC00205822,1/12/2010,TMIN,-72
USC00205822,1/12/2010,TMAX,-44
USC00205822,1/30/2007,TMIN,-117
USC00205822,1/30/2007,TMAX,-50
USC00207320,1/25/2012,TMIN,-22
USW00014853,8/2/2006,TMAX,344
USW00014833,11/27/2010,TMIN,-22
USW00014833,11/27/2010,TMAX,0
USW00014853,8/2/2006,TMIN,244
USC00207320,10/6/2010,TMAX,178
USC00207320,10/6/2010,TMIN,50
USW00014853,3/11/2009,TMIN,-43
USW00004848,8/15/2014,TMAX,239
USC00208202,10/6/2005,TMAX,289
USC00200228,1/28/2013,TMIN,-117
USC00200228,1/28/2013,TMAX,11
USC00205563,1/4/2014,TMIN,-211
USC00207312,2/22/2007,TMAX,33
USC00207308,11/25/2007,TMAX,28
USC00201502,8/31/2015,TMIN,144
USC00201502,11/28/2008,TMAX,44
USC00201502,11/28/2008,TMIN,-28
USW00014853,6/4/2012,TMIN,100
USC00203712,2/7/2008,TMIN,-61
USW00014853,6/4/2012,TMAX,244
USC00202308,2/26/2010,TMIN,-28
USC00202308,2/26/2010,TMAX,-11
USC00205822,4/20/2012,TMAX,250
USC00207308,11/25/2007,TMIN,-56
USC00207320,1/30/2007,TMAX,-56
USC00202308,1/3/2007,TMAX,67
USC00202308,1/3/2007,TMIN,-28
USC00205050,3/21/2007,TMAX,167
USC00203712,2/7/2008,TMAX,-11
USC00205451,7/16/2006,TMAX,333
USC00205451,7/16/2006,TMIN,189
USC00205822,1/25/2012,TMAX,11
USC00205822,1/25/2012,TMIN,-6
USC00207320,1/30/2007,TMIN,-139
USC00200230,2/11/2005,TMAX,-17
USC00200228,12/16/2013,TMIN,-167
USW00014833,5/27/2014,TMIN,183
USC00202308,9/29/2005,TMIN,100
USW00094889,1/4/2007,TMAX,94
USW00094889,1/4/2007,TMIN,22
USC00207308,11/4/2010,TMIN,-67
USW00004848,12/19/2007,TMAX,39
USW00004848,12/19/2007,TMIN,-10
USC00200032,1/27/2012,TMAX,39
USC00200032,1/27/2012,TMIN,0
USC00200228,9/6/2007,TMAX,322
USC00207312,4/13/2011,TMIN,-11
USC00207312,4/13/2011,TMAX,156
USC00200032,5/24/2011,TMIN,150
USC00208972,7/16/2010,TMIN,172
USC00200032,5/24/2011,TMAX,256
USC00208972,7/16/2010,TMAX,322
USC00200228,12/30/2014,TMIN,-94
USC00200228,12/30/2014,TMAX,0
USC00205450,6/10/2005,TMIN,178
USC00208080,6/1/2012,TMIN,94
USC00207308,11/4/2010,TMAX,78
USC00205450,6/10/2005,TMAX,339
USC00205822,8/26/2007,TMAX,261
USC00205822,8/26/2007,TMIN,167
USC00208202,9/1/2013,TMIN,194
USW00004848,7/28/2013,TMAX,200
USW00004848,7/28/2013,TMIN,106
USC00200220,5/1/2011,TMAX,150
USC00200220,5/1/2011,TMIN,72
USC00205451,5/7/2006,TMIN,28
USC00208972,2/2/2010,TMAX,-33
USC00205451,5/7/2006,TMAX,156
USC00200228,4/6/2009,TMAX,94
USC00200228,4/6/2009,TMIN,-6
USC00208972,2/2/2010,TMIN,-150
USC00202308,8/19/2014,TMIN,172
USC00202308,8/19/2014,TMAX,256
USC00205822,11/12/2005,TMAX,128
USC00205822,11/12/2005,TMIN,-17
USC00208080,8/18/2013,TMIN,111
USC00208080,8/18/2013,TMAX,267
USW00014853,8/3/2009,TMAX,283
USW00014853,8/3/2009,TMIN,117
USC00202308,9/29/2005,TMAX,250
USC00208202,9/1/2013,TMAX,289
USC00208080,6/1/2012,TMAX,189
USC00200228,9/4/2008,TMIN,150
USC00203712,1/28/2009,TMAX,-61
USC00200032,11/25/2010,TMAX,67
USC00208202,4/12/2005,TMAX,183
USC00208202,4/12/2005,TMIN,28
USW00094889,10/8/2005,TMIN,67
USC00207308,5/24/2014,TMAX,222
USW00094889,10/8/2005,TMAX,133
USC00205563,6/4/2015,TMIN,117
USC00205563,6/4/2015,TMAX,206
USW00014833,3/7/2005,TMAX,100
USC00207308,7/28/2013,TMAX,239
USW00014833,3/7/2005,TMIN,-72
USC00207308,7/28/2013,TMIN,111
USC00200228,1/9/2009,TMIN,-106
USW00004848,5/15/2009,TMIN,72
USC00205563,8/18/2013,TMIN,111
USW00004848,5/15/2009,TMAX,222
USC00200228,1/9/2009,TMAX,-6
USC00205563,8/18/2013,TMAX,256
USC00200032,11/25/2010,TMIN,-6
USC00205050,4/17/2006,TMIN,22
USC00207308,6/24/2014,TMIN,128
USC00205563,10/23/2015,TMIN,50
USC00207308,6/24/2014,TMAX,272
USC00202308,12/30/2014,TMIN,-83
USC00200228,9/4/2008,TMAX,344
USC00202308,12/30/2014,TMAX,0
USC00205050,4/17/2006,TMAX,172
USC00208202,5/7/2006,TMIN,11
USC00208202,5/7/2006,TMAX,161
USC00205822,2/3/2010,TMAX,-6
USC00205822,2/3/2010,TMIN,-33
USC00205563,6/1/2012,TMIN,94
USC00200228,9/6/2007,TMIN,161
USC00205563,6/1/2012,TMAX,189
USC00205822,1/2/2006,TMAX,28
USC00200842,6/1/2012,TMIN,94
USC00200842,6/1/2012,TMAX,178
USC00205822,1/2/2006,TMIN,6
USC00200032,1/29/2013,TMAX,89
USC00200032,1/29/2013,TMIN,33
USC00203712,1/28/2009,TMIN,-106
USC00205563,10/23/2015,TMAX,206
USC00207320,2/3/2010,TMAX,-6
USC00205822,6/30/2014,TMIN,239
USC00205822,12/7/2013,TMAX,-6
USC00200032,6/25/2014,TMIN,178
USW00094889,6/1/2012,TMIN,94
USC00200230,6/3/2008,TMIN,172
USC00200032,6/25/2014,TMAX,261
USW00094889,6/1/2012,TMAX,139
USC00203712,9/5/2013,TMIN,94
USC00203712,9/5/2013,TMAX,272
USC00201250,2/2/2010,TMAX,0
USC00207320,7/17/2010,TMIN,183
USC00201250,2/2/2010,TMIN,-89
USW00094889,8/12/2007,TMAX,311
USW00094889,8/12/2007,TMIN,161
USC00207320,7/17/2010,TMAX,317
USC00205050,2/2/2010,TMAX,-11
USC00203712,12/1/2014,TMIN,-33
USC00203712,12/1/2014,TMAX,172
USW00094889,4/27/2009,TMIN,150
USW00094889,4/27/2009,TMAX,278
USC00205451,3/20/2007,TMIN,-22
USW00094889,1/28/2007,TMAX,-38
USC00207308,5/15/2009,TMIN,39
USW00014853,11/26/2007,TMIN,0
USW00014853,11/26/2007,TMAX,17
USW00014853,7/5/2010,TMAX,344
USC00205563,2/13/2006,TMIN,-50
USW00094889,2/13/2008,TMAX,-32
USW00094889,2/13/2008,TMIN,-166
USC00205563,2/13/2006,TMAX,0
USC00205451,3/9/2012,TMIN,-17
USW00014853,7/5/2010,TMIN,228
USC00205451,3/9/2012,TMAX,189
USC00208972,6/29/2014,TMAX,294
USC00208972,6/29/2014,TMIN,194
USC00200842,2/13/2006,TMIN,-117
USC00208972,12/6/2013,TMAX,72
USC00208972,12/6/2013,TMIN,-39
USC00200842,2/13/2006,TMAX,-6
USW00094889,1/28/2007,TMIN,-127
USC00201502,7/18/2009,TMAX,217
USC00200230,6/3/2008,TMAX,261
USC00208202,3/9/2012,TMIN,-33
USC00208202,3/9/2012,TMAX,122
USC00201502,7/18/2009,TMIN,111
USC00205822,12/7/2013,TMIN,-94
USC00207308,5/15/2009,TMAX,228
USC00207312,4/8/2015,TMIN,22
USC00208202,3/20/2007,TMIN,-33
USC00208202,3/20/2007,TMAX,100
USC00208080,5/1/2005,TMIN,22
USC00207308,12/20/2009,TMAX,6
USC00207308,12/20/2009,TMIN,-56
USW00094889,2/23/2007,TMAX,-16
USW00094889,2/23/2007,TMIN,-99
USC00208202,2/8/2006,TMAX,-17
USC00208080,5/1/2005,TMAX,133
USC00208202,2/8/2006,TMIN,-67
USC00203712,5/20/2008,TMIN,61
USC00205822,7/17/2010,TMIN,211
USC00205822,7/17/2010,TMAX,317
USC00203712,5/20/2008,TMAX,156
USW00014833,5/26/2015,TMIN,172
USW00094889,2/21/2013,TMIN,-60
USW00094889,2/21/2013,TMAX,-32
USW00014833,5/26/2015,TMAX,283
USC00205822,6/30/2014,TMAX,311
USW00014833,7/5/2010,TMIN,233
USC00205451,3/20/2007,TMAX,83
USW00014833,7/5/2010,TMAX,322
USW00094889,1/29/2013,TMIN,17
USC00207312,4/8/2015,TMAX,78
USW00014833,11/26/2007,TMAX,11
USC00207312,9/4/2008,TMIN,161
USC00207312,9/4/2008,TMAX,356
USW00014833,11/26/2007,TMIN,-11
USC00208080,8/2/2005,TMIN,183
USW00094889,1/27/2012,TMAX,50
USW00094889,1/27/2012,TMIN,-32
USC00202308,9/6/2007,TMAX,322
USC00207320,8/26/2007,TMIN,144
USC00207320,8/26/2007,TMAX,261
USC00201502,6/3/2008,TMAX,267
USC00201502,6/3/2008,TMIN,161
USC00202308,9/6/2007,TMIN,167
USC00208080,8/2/2005,TMAX,333
USC00208202,10/27/2008,TMIN,17
USC00208202,10/27/2008,TMAX,150
USW00094889,4/1/2011,TMAX,94
USW00094889,1/29/2013,TMAX,139
USW00094889,4/1/2011,TMIN,-43
USW00014833,3/25/2006,TMIN,-17
USC00207320,2/3/2010,TMIN,-56
USC00200032,1/4/2007,TMIN,6
USC00200228,7/5/2010,TMAX,333
USW00004848,3/9/2012,TMAX,44
USC00200228,7/5/2010,TMIN,161
USW00094889,8/10/2005,TMAX,294
USW00094889,8/10/2005,TMIN,167
USC00205050,7/16/2010,TMIN,178
USC00200032,2/24/2010,TMIN,-44
USC00200032,2/24/2010,TMAX,0
USC00207312,11/26/2007,TMAX,39
USC00207312,11/26/2007,TMIN,-44
USC00205050,7/16/2010,TMAX,306
USC00205563,3/23/2013,TMIN,-61
USC00202308,4/13/2011,TMIN,17
USC00205563,3/23/2013,TMAX,56
USC00202308,4/13/2011,TMAX,156
USC00200032,1/10/2010,TMIN,-178
USC00202308,2/25/2009,TMAX,6
USC00207308,3/20/2007,TMIN,-33
USC00200032,1/10/2010,TMAX,-28
USC00205050,5/1/2011,TMIN,56
USC00201250,7/16/2010,TMIN,189
USW00004848,3/9/2012,TMIN,-21
USC00205822,12/26/2007,TMAX,-6
USC00200032,11/28/2008,TMAX,44
USC00201502,4/22/2012,TMIN,0
USC00200032,11/28/2008,TMIN,-17
USW00014833,12/30/2014,TMAX,-49
USW00004848,5/8/2008,TMAX,161
USC00208202,7/1/2015,TMAX,239
USW00004848,5/8/2008,TMIN,100
USC00208202,7/1/2015,TMIN,161
USC00201250,5/1/2011,TMAX,200
USW00094889,11/25/2010,TMIN,-5
USW00094889,11/25/2010,TMAX,72
USC00201250,5/1/2011,TMIN,100
USC00200842,1/28/2007,TMIN,-72
USW00014853,10/21/2008,TMAX,100
USW00014853,10/21/2008,TMIN,-21
USC00200842,1/28/2007,TMAX,22
USW00014853,5/26/2015,TMIN,189
USW00014853,5/26/2015,TMAX,317
USC00205822,12/26/2007,TMIN,-56
USC00205050,5/1/2011,TMAX,144
USC00201502,4/22/2012,TMAX,106
USC00207308,3/20/2007,TMAX,89
USC00201250,7/16/2010,TMAX,300
USC00200032,2/13/2008,TMIN,-133
USC00208080,4/22/2012,TMAX,122
USC00208080,4/22/2012,TMIN,11
USW00004848,12/1/2008,TMIN,-10
USW00004848,12/1/2008,TMAX,28
USC00208202,8/18/2013,TMIN,133
USC00208202,8/18/2013,TMAX,261
USW00094889,5/4/2009,TMAX,194
USW00094889,5/4/2009,TMIN,83
USC00207312,7/5/2010,TMAX,322
USC00202308,4/8/2015,TMIN,28
USC00208972,5/1/2011,TMAX,144
USC00207312,7/5/2010,TMIN,178
USC00202308,4/8/2015,TMAX,67
USC00208972,5/1/2011,TMIN,56
USC00201502,1/28/2007,TMIN,-150
USC00201502,1/28/2007,TMAX,-50
USC00205822,5/2/2011,TMAX,183
USC00200230,1/28/2007,TMIN,-83
USC00207312,9/6/2007,TMIN,189
USC00202308,2/25/2009,TMIN,-128
USC00207312,9/6/2007,TMAX,322
USC00208080,7/18/2009,TMIN,100
USC00205050,8/25/2007,TMIN,133
USC00205050,8/25/2007,TMAX,244
USC00207308,4/10/2014,TMAX,144
USC00207308,4/10/2014,TMIN,0
USW00014853,12/30/2014,TMIN,-82
USW00014853,12/30/2014,TMAX,-21
USC00200842,4/22/2012,TMAX,117
USC00205050,4/14/2014,TMIN,106
USC00202308,1/9/2009,TMIN,-94
USC00205050,4/14/2014,TMAX,244
USC00200842,4/22/2012,TMIN,6
USC00205563,4/22/2012,TMAX,128
USC00205563,4/22/2012,TMIN,11
USC00205451,8/18/2013,TMIN,133
USC00205451,8/18/2013,TMAX,250
USW00014853,2/3/2010,TMAX,6
USW00014853,2/3/2010,TMIN,-66
USC00202308,1/9/2009,TMAX,-6
USC00208080,7/18/2009,TMAX,228
USC00200032,2/13/2008,TMAX,-33
USC00200032,1/4/2007,TMAX,94
USC00205563,1/28/2007,TMAX,39
USC00200228,4/13/2011,TMAX,161
USW00094889,5/24/2011,TMIN,128
USC00200842,6/3/2008,TMIN,111
USC00203712,5/1/2011,TMAX,150
USC00202308,11/26/2007,TMAX,33
USC00200032,4/1/2011,TMIN,-33
USW00094889,5/24/2011,TMAX,256
USC00203712,5/1/2011,TMIN,89
USC00205451,2/8/2006,TMAX,-11
USC00205563,8/2/2005,TMAX,333
USC00200228,4/8/2015,TMIN,28
USC00205563,6/3/2008,TMAX,267
USC00202308,11/26/2007,TMIN,6
USC00200228,4/8/2015,TMAX,100
USC00205563,6/3/2008,TMIN,167
USC00205451,2/8/2006,TMIN,-61
USC00205451,4/22/2012,TMAX,117
USC00205451,4/22/2012,TMIN,17
USC00205451,6/1/2012,TMIN,94
USC00205451,6/1/2012,TMAX,178
USC00200842,6/3/2008,TMAX,272
USC00207308,3/9/2012,TMIN,0
USC00200032,8/12/2007,TMIN,167
USC00200032,4/1/2011,TMAX,89
USC00207320,12/26/2007,TMIN,-83
USC00200032,2/23/2007,TMAX,-11
USC00201502,6/1/2012,TMIN,83
USC00201502,6/1/2012,TMAX,228
USC00207320,12/26/2007,TMAX,-6
USC00205822,5/27/2014,TMIN,183
USC00200032,2/23/2007,TMIN,-106
USW00014833,8/3/2009,TMAX,278
USC00205822,5/27/2014,TMAX,294
USW00014833,8/3/2009,TMIN,128
USC00208202,4/22/2012,TMAX,167
USC00208202,4/22/2012,TMIN,6
USW00004848,3/29/2015,TMIN,-66
USC00200230,6/1/2012,TMIN,83
USC00200230,6/1/2012,TMAX,156
USW00004848,3/29/2015,TMAX,83
USC00205563,8/2/2005,TMIN,217
USC00200228,9/29/2005,TMAX,250
USC00200228,9/29/2005,TMIN,67
USC00200032,8/12/2007,TMAX,322
USW00014833,12/30/2014,TMIN,-105
USC00208202,11/26/2005,TMIN,-111
USW00094889,12/25/2013,TMAX,-38
USC00200230,4/22/2012,TMAX,122
USC00200230,4/22/2012,TMIN,0
USC00200230,8/18/2013,TMIN,150
USC00200230,8/18/2013,TMAX,267
USC00200230,3/10/2014,TMIN,-6
USC00208080,3/23/2013,TMIN,-50
USC00208080,3/23/2013,TMAX,61
USW00014853,12/25/2015,TMIN,0
USC00208080,6/3/2008,TMAX,217
USC00200228,11/26/2007,TMAX,44
USC00200228,11/26/2007,TMIN,-56
USC00202308,7/5/2010,TMAX,344
USC00202308,7/5/2010,TMIN,239
USC00208080,6/3/2008,TMIN,144
USC00205563,1/28/2007,TMIN,-83
USW00014853,12/25/2015,TMAX,111
USC00200032,10/19/2015,TMAX,200
USC00200032,10/19/2015,TMIN,-6
USC00200228,4/13/2011,TMIN,6
USC00205563,7/18/2009,TMIN,117
USC00207308,3/9/2012,TMAX,128
USC00205563,7/18/2009,TMAX,250
USC00208202,6/1/2012,TMIN,83
USC00205451,9/1/2013,TMAX,278
USC00205451,9/1/2013,TMIN,200
USW00094889,12/25/2013,TMIN,-149
USC00202308,9/4/2008,TMIN,167
USC00200230,3/10/2014,TMAX,111
USC00208202,1/26/2009,TMAX,-72
USC00202308,9/4/2008,TMAX,350
USC00208202,1/26/2009,TMIN,-206
USC00201502,8/18/2013,TMIN,106
USC00208080,1/28/2007,TMIN,-167
USC00208080,1/28/2007,TMAX,-50
USC00201502,8/18/2013,TMAX,267
USC00200842,7/18/2009,TMAX,233
USC00200842,7/18/2009,TMIN,117
USW00004848,8/17/2015,TMAX,311
USW00004848,11/23/2005,TMIN,-61
USW00004848,8/17/2015,TMIN,211
USW00004848,11/23/2005,TMAX,17
USC00208202,11/26/2005,TMAX,-6
USC00208202,6/1/2012,TMAX,178
USC00200230,5/7/2006,TMAX,200
USC00200230,5/7/2006,TMIN,39
USC00207308,4/22/2012,TMIN,11
USC00208972,4/14/2014,TMIN,133
USC00200220,2/24/2010,TMIN,-78
USC00200220,2/24/2010,TMAX,22
USW00014853,7/17/2010,TMIN,200
USC00208972,4/14/2014,TMAX,239
USC00208080,5/7/2006,TMIN,11
USW00094889,5/8/2005,TMIN,6
USW00094889,5/8/2005,TMAX,222
USW00004848,12/30/2014,TMIN,-82
USW00004848,12/30/2014,TMAX,-21
USC00208080,5/7/2006,TMAX,211
USW00014853,7/17/2010,TMAX,339
USC00200220,8/1/2010,TMIN,178
USC00200220,8/1/2010,TMAX,250
USC00208202,6/3/2008,TMAX,306
USC00208202,6/3/2008,TMIN,94
USW00014853,3/13/2014,TMIN,-160
USW00014853,3/13/2014,TMAX,-38
USC00205822,8/3/2009,TMAX,261
USC00205451,11/26/2005,TMIN,-122
USC00205822,11/26/2007,TMAX,50
USW00014853,2/4/2008,TMIN,-10
USC00200228,12/20/2009,TMIN,-78
USC00208972,10/20/2008,TMIN,-11
USC00205050,1/3/2014,TMAX,-94
USC00202308,12/20/2009,TMAX,6
USC00202308,12/20/2009,TMIN,-28
USC00207320,3/11/2005,TMAX,11
USC00200032,4/14/2005,TMIN,6
USC00200032,4/14/2005,TMAX,200
USW00094889,11/18/2014,TMAX,-60
USW00014833,8/26/2007,TMIN,122
USC00201250,1/3/2014,TMIN,-228
USC00201250,1/3/2014,TMAX,-117
USW00014833,8/26/2007,TMAX,244
USW00094889,11/18/2014,TMIN,-121
USC00200032,12/6/2008,TMAX,-22
USW00014853,7/28/2013,TMAX,211
USW00014853,7/28/2013,TMIN,122
USC00205451,1/4/2007,TMAX,72
USC00205451,1/4/2007,TMIN,-6
USC00200228,12/20/2009,TMAX,0
USW00014853,2/4/2008,TMAX,28
USC00205822,7/5/2010,TMIN,222
USC00205822,8/3/2009,TMIN,128
USC00208972,5/20/2008,TMAX,156
USC00201502,11/22/2015,TMAX,-6
USW00014853,3/1/2014,TMAX,0
USC00200230,1/4/2007,TMIN,28
USW00014853,3/1/2014,TMIN,-88
USC00208080,5/4/2009,TMAX,206
USC00208080,5/4/2009,TMIN,72
USC00205563,1/29/2013,TMAX,83
USC00207320,11/26/2007,TMAX,44
USC00207320,11/26/2007,TMIN,0
USC00205563,1/29/2013,TMIN,17
USC00205451,7/24/2009,TMIN,139
USC00205563,5/7/2006,TMIN,56
USC00205563,5/7/2006,TMAX,178
USC00208202,1/27/2012,TMAX,11
USC00205451,7/24/2009,TMAX,261
USC00207312,4/22/2012,TMAX,122
USC00207312,4/22/2012,TMIN,-22
USC00207320,8/3/2009,TMAX,256
USC00207320,8/3/2009,TMIN,111
USC00201502,11/22/2015,TMIN,-56
USC00208972,5/20/2008,TMIN,22
USC00200230,1/4/2007,TMAX,89
USC00200228,4/22/2012,TMAX,117
USC00205822,11/26/2007,TMIN,-22
USW00014833,7/28/2013,TMAX,183
USW00014833,7/28/2013,TMIN,106
USC00207312,12/20/2009,TMAX,-6
USC00207312,12/20/2009,TMIN,-61
USC00200842,2/23/2007,TMAX,33
USC00200842,2/23/2007,TMIN,-117
USC00202308,4/22/2012,TMAX,122
USC00202308,4/22/2012,TMIN,17
USC00205563,2/23/2007,TMAX,50
USW00014833,12/26/2007,TMIN,-83
USC00205563,2/23/2007,TMIN,-89
USC00208202,2/7/2005,TMIN,-33
USC00208202,2/7/2005,TMAX,44
USC00205822,8/25/2014,TMAX,272
USW00014833,12/26/2007,TMAX,67
USC00205822,10/21/2008,TMAX,183
USC00205822,10/21/2008,TMIN,39
USC00205822,8/25/2014,TMIN,206
USC00200228,4/22/2012,TMIN,6
USC00208202,1/27/2012,TMIN,-11
USC00205822,7/5/2010,TMAX,333
USC00207320,3/11/2005,TMIN,-100
USC00207308,6/6/2005,TMAX,339
USC00207308,6/6/2005,TMIN,172
USC00205050,6/29/2014,TMIN,183
USW00014853,2/25/2009,TMAX,67
USW00014853,2/25/2009,TMIN,-83
USW00014853,3/25/2006,TMIN,-16
USW00014833,7/17/2010,TMIN,189
USC00200220,11/1/2008,TMIN,33
USC00208080,4/1/2011,TMAX,106
USC00201250,9/5/2013,TMAX,217
USC00203712,2/24/2010,TMIN,-94
USC00208080,4/1/2011,TMIN,-44
USC00200220,11/1/2008,TMAX,222
USW00014833,7/17/2010,TMAX,300
USW00094889,4/25/2006,TMAX,122
USW00094889,4/25/2006,TMIN,-38
USW00014833,4/22/2012,TMAX,111
USW00014833,4/22/2012,TMIN,-6
USW00094889,10/6/2010,TMAX,211
USC00200220,6/1/2012,TMAX,167
USW00094889,10/6/2010,TMIN,72
USC00200220,6/1/2012,TMIN,78
USC00205050,6/29/2014,TMAX,289
USW00094889,3/20/2007,TMAX,39
USC00205822,12/2/2014,TMIN,-50
USC00205822,12/2/2014,TMAX,11
USW00014833,9/6/2007,TMIN,200
USC00201250,6/29/2014,TMAX,300
USC00201250,6/29/2014,TMIN,222
USC00208080,8/12/2007,TMAX,322
USC00208080,8/12/2007,TMIN,144
USC00200228,11/4/2010,TMAX,83
USW00014853,4/22/2012,TMAX,122
USW00014853,4/22/2012,TMIN,11
USW00014833,3/12/2013,TMAX,17
USC00200228,11/4/2010,TMIN,-56
USW00014833,5/8/2008,TMAX,156
USW00014833,5/8/2008,TMIN,50
USW00014833,3/12/2013,TMIN,-22
USC00208972,7/4/2010,TMAX,289
USW00004848,8/28/2008,TMAX,256
USW00014853,3/25/2006,TMAX,56
USW00004848,8/28/2008,TMIN,172
USC00201502,1/29/2013,TMIN,17
USC00200842,5/4/2009,TMAX,200
USC00200842,5/4/2009,TMIN,67
